tokenized text,tokenized title,citation_count,avg sentence len,punctuation count,fake
21032016 syrian armi kill 30 isil terrorist in aleppo northern countrysid the syrian armi unit continu on monday their militari oper against isil alnusra front qaeda branch in the levant and other terrorist organ across the countri destroy their weaponri the syrian armi unit continu on monday their militari oper against isil alnusra front qaeda branch in the levant and other terrorist organ across the countri destroy their weaponri and kill mani of their member aleppo the syrian armi repel fierc attack on it post in kfar saghir villag in aleppo northern countrysid kill more than 30 terrorist accord to almanar report sweida the syrian armi in cooper with the popular defens group target gather of isil terrorist in tal asheihib in the northeastern countrysid of suwaida provinc destroy their vehicl and weaponri hom the syrian armi air forc destroy isil terrorist den and vehicl some of which equip with machinegun and carri ammunit in the vicin of palmyra and alqaryatain in the countrysid of the central hom provinc unit of the armi continu success combat task into the direct of mahinalqaryateen and regain control over point 875 near altloul alsud and point 9088 901 8936 on the direct of alrmeili mountain and point 856 and 866,syrian armi kill 30 isil terrorist in aleppo northern countrysid,0,30.0,0,1
26.11.2014 some 50 civilian in syria have been kill in airstrik conduct by usl coalit that aim to erad islam state is extremist report from the un secretari gener say the intern coalit continu airstrik against isil in syria on neardaili basi with report of some 865 peopl kill includ 50 civilian in aleppo deir ezzor hasakeh idlib and raqqa sinc strike began '' the report accompani tuesday oral brief by un undersecretarygener for humanitarian affair and emerg relief coordin valeri amo said amo stress that `` un organ and their partner continu to work in extrem and danger circumst '' ad that `` sixti nine worker have been kill sinc the begin of the conflict in syria '' reuter u.s. air forcesenior airman matthew bruchhandout airstrik against is help assad govern former us ambassador accord to the un offici the syrian economi continu to declin amid the crisi in the countri `` syria economi ha contract some 40 per cent sinc 2011. unemploy now exce 54 per cent three quarter of the popul live in poverti school attend ha drop by more than 50 per cent '' amo said `` again appeal to donor to do more to fund humanitarian action in respons to the syria crisi the appeal is less than half fund we on the humanitarian side will continu to do all we can but as have said to thi council on mani occas thi crisi requir polit solut hope for the sake of the peopl of syria that one is found soon '' the un offici conclud civil war broke out in syria in 2011 and ha sinc claim the live of almost 200000 peopl accord to un estim the syrian govern forc are current fight against the is jihadist group also known as the islam state of iraq and greater syria isi or the islam state of iraq and the levant isil and opposit rebel forc in septemb us presid barack obama announc hi decis to form an intern antii coalit and to arm syria `` moder opposit '' in an effort to erad the extremist the usl coalit is current carri out airstrik against is posit in iraq and syria ... 43 topic violenc erupt as islam state rise 1881 relat kobani in ruin after antii airstrik syrian govern airstrik against is kill 36 civilian watchdog briton support german oppos airstrik against islam state poll usl airstrik against islam state kill over 900 in syria watchdog tag airstrik syria unit state commun standardsdiscuss comment via facebookcom via sputnik news,50 civilian kill by coalit airstrik against is in syria un,5,21.1,0,1
17082016 martyr as terrorist shell aleppo salah eddin seven civilian were martyr on wednesday as takfiri terrorist shell salah eddin neighborhood in aleppo citi seven civilian were martyr on wednesday as takfiri terrorist shell salah eddin neighborhood in aleppo citi among the martyr were child and two women sana news agenc report note that nine other were also injur in the attack wednesday shell come day after eight civilian were martyr in similar attack by takfiri insurg also on salah eddin neighborhood 12 peopl were injur on tuesday shell the attack caus materi damag to the local hous and other properti sana quot sourc at aleppo polic command as say,martyr as terrorist shell aleppo salah eddin,0,14.25,0,0
publish august 2016 send an airstrik on hospit in northwestern syria on saturday kill 10 peopl includ children the syrian observatori for human right said the hospit in the town of mele is about 15 km from idlib citi in rebelheld idlib provinc syrian regim and alli russian militari plane oper in syria but it is not known which aircraft carri out the strike the observatori said humanitarian group have repeatedli call for halt to strike on medic facil syrian opposit group say syrian and russian forc deliber target medic build medic chariti the syrian american medic societi sam said that juli wa the worst month for attack on healthcar centr sinc the begin of syria fiveyearold conflict `` there were 43 attack on healthcar facil in syria in juli more than one attack everi day '' sam statement said,air strike on syrian hospit kill 10 monitor group say daili sabah,1,24.0,0,0
wednesday 22 juli 2015 22:33 18 civilian kill in barrel bomb attack on rural aleppo the assad regim commit horrif massacr in the villag of albureij northeast of aleppo where 18 civilian were kill and dozen wound in barrel bomb attack that target the town twentysix civilian were also kill yesterday when assad air forc pound the neighborhood of almaghay in aleppo kill 26 civilian mostli children and women the syrian coalit extend condol to famili of the victim and wish the wound speedi recoveri prais the steadfast of the peopl of aleppo and stress it solidar with them despit all the odd the syrian peopl will not hesit to uphold the right to freedom justic and digniti the syrian belief their goal will grow even stronger inspir by the determin of those who sacrif their live to continu the revolut until victori is achiev the syrian coalit emphas that the assad regim continu atroc lay respons on the intern commun to protect syrian civilian through the imposit of safe area to rein in assad air forc all kind of legal recognit of the assad regim must be withdrawn as it would not have commit all these atroc had it not been for it confid of the inact of the intern commun sourc syrian coalit twitter,18 civilian kill in barrel bomb attack on rural aleppo,0,24.333333333333332,0,1
friday 29 jul 2016 10 civilian dead in air strike on syria rebel town monitor afp at least 10 civilian were kill includ five children in air strike friday on the rebelheld town of atareb in aleppo provinc of northern syria monitor said the syrian observatori for human right said three strike target the main road and centr of the town warn the death toll could rise becaus of larg number of serious wound it wa unclear if syrian regim warplan or aircraft of it russian alli carri out what the observatori call `` new massacr '' that left children dismemb,10 civilian dead in air strike on syria rebel town monitor,1,34.0,0,0
sat mar 12 2016 turkey nightmar kurd come closer to azaz isi bomber kill the kurdish forc have continu their advanc on the town of azaz in northern aleppo provinc key turkeyback stronghold and suppli point on 15 feb 2016 turkish prime minist ahm davutoglu said ankara will not allow the town of azaz in northern syria to fall to the kurdish ypg forc and promis the `` harshest reaction '' if the group attempt to retak the citi from past month turkey start shell kurdish ypg fighter who raid syrian rebel from menagh militari air base south of the town of azaz and near the turkish border the menagh base had previous been control by the ahrar ashsham rebel group which seiz it in august of 2013. ahrar ashsham milit at the base had been support by alnusra terrorist and some extremist group come from turkey.th town is highli valu as logist suppli rout close to the turkishsyrian border peshmerga shoot dead six isi suicid bomber west of kirkuk in separ event major suicid attack by socal islam state isi isil is daesh terror group on peshmerga defens line south of kirkuk wa foil saturday morn said the frontlin command the milit were gun down befor they could deton themselv command kamal kirkuki told rudaw `` six isi suicid bomber attack the peshmerga base at around 330 am whose bodi still lie there in the open field said kirkuki '' the bodi of the suicid bomber were blown to piec after they were shot he ad if the peshmerga had not kill the milit the attack would have caus seriou casualti he said the frontlin south and west of kirkuk ha experienc major confront between isi and kurdish forc in the last two year but the peshmerga are wellprepar for such surpris attack said kirkuki he claim that at least 6000 isi milit have been kill on thi front 12,turkey nightmar kurd come closer to azaz isi bomber kill,2,23.142857142857142,0,0
thursday 02 june 2016 16:02 syrian coalit declar idlib disast area amid deadli aerial campaign the syrian coalit ha declar the entir provinc of idlib disast area in light of continu deadli aerial campaign by the assad regim and russian forc the coalit ha urg the syrian interim govern and all relief and medic organ in the provinc to stay on full alert and make all effort to address the deterior situat across idlib provinc and meet the need of civilian there the coalit call upon intern humanitarian organ and friendli countri to take urgent action in order to support medic and relief organ work on the ground the coalit also call for expediti step up support for the free syrian armi and enabl it defend civilian as well as thousand of intern displac peopl against brutal attack by the assad regim and russian forc the coalit call upon the intern commun to unequivoc condemn the russian aggress on syria and the crime commit by the assad regim against the syrian peopl it stress the need for exercis pressur on the regim and it alli in order to stop the onslaught on idlib and across all syria territori in line with un secur council resolut the assad regim and russian forc have late intensifi aerial bombard on idlib provinc target mostli civilian area hospit mosqu and idp camp the aerial campaign is clearli aim at destroy rebelheld area and forc the civilian popul out of their home at least 72 civilian includ 15 children have been kill and over 325 wound in the bomb on idlib over the past few day the bomb destroy health facil power station school and mosqu the coalit critic the lack of seriou un action to forc an immedi halt to the militari oper by the assad regim and russian forc and to forc the assad regim to immedi lift the blockad on besieg area sourc syrian coalit twitter,syrian coalit declar idlib disast area amid deadli aerial campaign,0,25.307692307692307,0,1
publish august 2016 send at least 15 peopl includ number of children were kill by russian airstrik in an oppositionheld part of northern syria local civil defens sourc said monday two consecut raid by russian warplan that target the town of abu alduhur in the idlib provinc left anoth 30 injur ahm mustafa told anadolu agenc russian warplan continu to indiscrimin target opposit control hospit marketplac and civilian area along with fighter facil sinc septemb 2015. syria ha been lock in viciou civil war sinc earli 2011 when the assad regim crack down on prodemocraci protest which erupt as part of the `` arab spring '' upris with unexpect feroc sinc then more than quarter of million peopl have been kill and more than 10 million displac across the warbatt countri accord to the un,russian airstrik target civilian in syria idlib 15 kill daili sabah,1,28.4,0,0
barrel bomb kill 11 civilian in is town in syria afp thursday 16 jul 2015 at least 11 civilian among them three children were kill thursday in regim barrel bomb attack on jihadistheld town in northern syria monitor group said govern helicopt drop the crude and indiscrimin weapon on albab which lie in the northern provinc of aleppo and is held by the extremist islam state group accord to the syrian observatori for human right sinc saturday at least 68 civilian have been kill in aerial attack on the town observatori head rami abdel rahman told afp the `` intensifi air attack by regim forc on albab are aim at foil is effort on multipl front '' includ the nearbi kweyri militari airport which is ha besieg for more than year albab is strateg import becaus it is one of iss closest posit to regimeheld part of aleppo he said in may more than 60 civilian were kill by barrel bomb attack on the town syria embattl regim ha heavili bombard area in aleppo provinc that have fallen out of it control to the west in idlib provinc an allianc of rebel and islamist fighter carri heavili shell the provinc last two regimeheld shiit villag for the second consecut day the `` armi of conquest '' an opposit coalit that includ alqaeda syria affili alnusra front began it assault on fuaa and kafraya on wednesday `` dozen of shell fell overnight wednesday and into thursday morn on fuaa and kafraya which are larg inhabit by shiit muslim '' the observatori said abdel rahman said there were casualti but had no immedi toll the armi of conquest said wednesday it attack wa respons to an offens by the armi and the lebanes shiit movement hezbollah on zabadani the last rebelheld bastion along the syrianlebanes border clash in zabadani rage on thursday accord to the observatori which ha document heavi shell on the town sinc earli juli at least 230000 peopl have been kill in syria multifront conflict which began in 2011 with antigovern protest but devolv into civil war,barrel bomb kill 11 civilian in is town in syria,3,24.785714285714285,0,1
sun aug 17 2014 isil kill 700 peopl from syrian tribe the socal islam state of iraq and the levant isil milit group ha execut 700 member of tribe it ha been battl in eastern syria dure the past two week the major of them civilian human right monitor group say the syrian observatori for human right which ha track violenc on all side of the threeyearold conflict said on saturday that reliabl sourc report behead were use to execut mani of the alsheitaat tribe which is from deir alzour provinc the conflict between isil and the alsheitaat tribe who number about 70000 flare after the milit took over two oil field in juli those who were execut are all alsheitaat observatori director rami abdelrahman said by telephon from britain some were arrest judg and kill straddl part of iraq and syria isil ha swept across northern iraq in recent week push back kurdish region forc and drive ten of thousand of muslim christian and member of the yazidi religi minor from their home the insurg are also tighten their grip in part of syria of which they now control roughli third mostli rural area in the north and east an activist in deir alzour who spoke on condit of anonym told reuter that 300 men were execut in one day in the town of ghraneij one of the three main town of the alsheitaat tribal heartland when isil storm the town earlier thi week anoth opposit activist from deir alzour said resid of alsheitaat town had been given three day to leav civilian flee alsheitaat town had either taken sanctuari in other villag or travel to iraq he said more than 170000 peopl have been reportedli kill in syria conflict which pit overwhelmingli takfiri milit against the syrian govern sinc march 2011. ntjhh,isil kill 700 peopl from syrian tribe,0,23.615384615384617,0,0
monitor 15 kill in missil strike on eastern syria citi ap friday oct 2017 syrian opposit activist say 15 civilian includ children have been kill when missil slam into governmentheld besieg neighborhood in the eastern citi of deir elzour the deirezzor 24 monitor group said the missil hit near school thursday even in the qusour neighborhood among those kill were three children and three women it said friday blame the islam state group for the attack it said the attack destroy the school and nearbi residenti build the britainbas syrian observatori for human right also report the incid put the number of civilian kill at 13. syrian troop broke nearli threeyear sieg on part of deir elzour last month and are fight to liber from is remain part of the citi,monitor 15 kill in missil strike on eastern syria citi,0,22.833333333333332,0,1
date of public april 2017 an airstrik by russian warplan on saturday kill 18 peopl includ five children and two women in the rebel stronghold of urom aljoz in syria idlib provinc tag syria idlib airstrik russian human right hom bomb islam state at least 18 civilian includ five children and two women were kill in an airstrik on syria northwestern provinc of idlib on saturday the syrian observatori for human right report an earlier death toll from the strike on the rebel stronghold of urum aljoz report 15 peopl were kill but three more die after sustain seriou injuri the name of all 18 kill were list by ariha today activist group which said the death toll is like to rise as mani of the wound remain in critic condit the britainbas observatori said the strike wa like to have been carri out by russian war jet which oper in support of the syrian regim the observatori which reli on network of sourc insid syria for it inform say it determin whose plane carri out raid accord to type locat flight pattern and munit use idlib provinc is control by rebel allianc that includ former alqaeda affili jabhat fateh alsham and is regularli target by both the syrian regim and it russian alli earlier thi week suspect chemic attack hit the town of khan sheikhun in idlib kill at least 87 civilian includ 31 children much of the intern commun accus bashar alassad regim of respons for that attack though damascu involv respons the khan sheikhun strike prompt washington to take it first direct militari action against assad regim with missil strike against central air base on friday morn in return moscow announc it would ramp up air defenc in syria in an attempt to show tough line on the us action bu bomb in hom provinc also on saturday syrian state tv report bomb explod aboard bu carri worker near the central citi of hom kill woman and wound 25. it gave no further detail about the explos but the governor of hom provinc talal barrazi told ap the bomb wa place insid bu that transport worker at privat factori the observatori confirm woman wa kill in the blast say it also wound more than 20 peopl there wa no immedi claim of respons for the attack but jabhat fateh alsham and the islam state group have carri out similar attack in the past more than 320000 peopl have been kill in syria sinc the conflict began in march 2011 with antigovern demonstr read also,strike on syria idlib kill 18 includ five children,0,25.823529411764707,0,0
updat 31 in syria regim strike in and near aleppo civil defenc afp friday jun 2016 un say syria airdrop not immin regim bomb raid in and around the northern syrian citi of aleppo kill 31 civilian friday includ 10 when their bu wa hit the civil defenc said `` as well as the 10 civilian kill in strike on the bu ... 21 other die in intens strike on sever neighbourhood in the east of the citi sinc dawn '' the organis known as the white helmet said an afp correspond in aleppo said friday bomb raid were the most intens in more than week with dozen of barrel bomb crude unguid explos devic hit sever eastern quarter of the citi the britainbas syrian observatori for human right report intens strike on the castello road key rebel suppli rout out of divid aleppo give toll of eight dead civilian bu on the road wa also hit on wednesday result in seven civilian death observatori director rami abdel rahman said the castello road which for civilian in rebelheld area is the rout out of aleppo wa now `` effect cut '' `` all movement is target be that buse or bystand '' he said abdel rahman said rocket fire on governmentheld area of the citi overnight caus sever casualti but he wa unabl to provid an exact toll truce agre by russia and the unit state in februari ha been violat nearli continu around aleppo where the regim and rebel group have fought for control sinc 2012. more than 300 civilian have been kill in aleppo sinc april as rebel have pound governmentcontrol neighbourhood with rocket and artilleri fire and the regim ha hit rebel area with air raid at least 280000 peopl have been kill and million displac sinc syria war start in 2011 with the brutal repress of antigovern protest,updat 31 in syria regim strike in and near aleppo civil defenc,3,26.25,0,0
28.05.2017 updat 1549 28.05.2017 get short url 6319 an airstrik carri out by the usl coalit on saturday in raqqa kill 20 civilian and left seven peopl injur sana news agenc report cite local sourc the coalit conduct strike on vehicl carri civilian from raqqa late on saturday the sourc reveal reuter nour fourat you shall not pass russian air forc monitor daesh attempt to flee raqqa disguis as civilian there wa no immedi comment from the usl coalit the usl coalit of 68 nation is conduct airstrik groundbas and rocketpropel artilleri fire in syria and iraq against daesh terrorist group outlaw in russia the coalit support the syrian democrat forc sdf which predomin consist of kurdish fighter but also includ member of the syrian arab coalit damascu doe not recogn oper carri out by the sdf as legitim earlier on saturday damascu sent letter to the un secretarygener unsg and the un secur council unsc call for the cessat of the usl coalit airstrik in syria as it caus numer death among civilian and violat intern law recent report issu by the syrian network for human right show that the usl coalit strike had kill over 1200 civilian sinc the begin of the oper in 2014. later that month an airstrik carri out by the coalit in syria eastern town of al bukam reportedli kill at least 31 civilian and injur mani other ... 319 relat russian mod releas footag of strike target daesh milit flee raqqa russian airstrik kill 120 daesh terrorist flee from raqqa sourc tag civilian casualti syrian democrat forc sdf syria raqqa commun standardsdiscuss comment via facebookcom via sputnik news,usl coalit strike on raqqa kill 20 civilian,0,25.363636363636363,0,0
aleppo bomb blast kill six syrian state tv bomb blast kill six peopl and injur 32 in the salah aldin district of aleppo syrian state televis report on wednesday without give further detail salah aldin is locat west of aleppo old citi in district that wa part of the last rebel enclav there until it wa taken over by the syrian armi in an advanc in decemb,aleppo bomb blast kill six syrian state,0,34.5,0,0
post on april 2017 by asharq alawsat english 58 kill in suspect ga attack in syria idlib dozen of peopl have been kill in syria northern idlib provinc on tuesday in suspect chemic attack that ha been describ as among the worst in the countri sixyear war the britainbas syrian observatori for human right monitor group put the death toll at 58 say there were 11 children among the dead meanwhil the idlib media center said dozen of peopl had been kill there wa no comment from the regim in damascu or ani intern agenc in the immedi aftermath of the attack syrian regim sourc deni that the regim had use ani such weapon say the armi doe not and ha not use chemic weapon not in the past and not in the futur it deem such claim as rebel propaganda it wa the third claim of chemic attack in just over week in syria the previou two were report in hama provinc in an area not far from khan sheikhoun the site of tuesday alleg attack the syrian american medic societi which support hospit in oppositionheld territori said it had sent team of inspector to khan sheikhoun befor noon and an investig wa underway the syrian activist had no inform on what agent could have been use in the assault they claim the attack wa caus by an airstrik carri out either by the regim or russian warplan turkeybas syrian woman whose niec husband and oneyearold daughter were among those kill said the warplan struck earli as resid were still in their bed she said speak on condit of anonym becaus she fear for the safeti of famili member back in syria makeshift hospit soon crowd with peopl suffoc the provinc of idlib is almost entir control by the syrian opposit it is home to some 900000 displac syrian accord to the unit nation rebel and opposit offici have express concern that the regim is plan to mount concentr attack on the crowd provinc tuesday report came on the eve of major intern meet in brussel on the futur of syria and the region host by the eu high repres federica mogherini claim of chemic weapon attack particularli the use of the chlorin agent are not uncommon in syria conflict the worst attack wa what un report said wa an attack by toxic sarin ga in august 2013 on the damascu suburb of ghouta that kill hundr of civilian the syrian coalit an opposit group base outsid the countri said regim plane carri out the airstrik on khan sheikhoun south of the citi of idlib the provinci capit it said the plane fire missil carri poison gase kill dozen of peopl mani of them women and children the coalit describ the attack as horrifi massacr photo and video emerg from khan sheikhoun show limp bodi of children and adult some are seen struggl to breath other appear foam at the mouth medic doctor go by the name of dr. shajul islam for fear for hi own safeti said hi hospit in idlib provinc receiv three victim all with narrow pinpoint pupil that did not respond to light he publish video of the patient on hi twitter account pinpoint pupil breath difficulti and foam at the mouth are symptom commonli associ with toxic ga exposur the opposit civil defens searchandrescu group which releas photo show paramed wash down victim ha not publish casualti toll the activistrun assi press publish video of paramed carri victim from the scene by pickup truck the victim were strip down to their underwear mani appear unrespons warplan continu to pound the town after the attack includ near medic point where victim were be treat the observatori said most of the town street had becom empti wit said the new yorkbas human right watch ha accus the syrian regim of conduct at least eight chemic attack use chlorin ga on oppositioncontrol residenti area dure the final month in the battl for aleppo last year that kill at least nine civilian and injur 200. also joint investig by the unit nation and the intern chemic weapon watchdog determin the regim wa behind at least three attack in 2014 and 2015 involv chlorin ga and the isi group wa respons for at least one involv mustard ga asharq alawsat english asharq alawsat is the world premier panarab daili newspap print simultan each day on four contin in 14 citi launch in london in 1978 asharq alawsat ha establish itself as the decis public on panarab and intern affair offer it reader indepth analysi and exclus editori as well as the most comprehens coverag of the entir arab world,58 kill in suspect ga attack in syria idlib,0,20.973684210526315,0,0
sat nov 12 2016 kill 10 injur in terrorist shell in aleppo residenti neighborhood two peopl have been kill and 10 other peopl have been injur in terrorist group shell of the sulaymaniyah neighborhood of the syrian citi of aleppo on saturday the milit base in the eastern part of aleppo shell residenti area of sulaymaniyah in the western part of the citi state news agenc sana report some of the injur are in seriou condit the sulaymaniyah area is inhabit mainli by christian and wa the locat of the octob 13 mortar attack near school which kill at least four children the syrian arm forc began largescal militari oper in aleppo after the septemb 12 truce broker by russia and the unit state collaps less than week after it wa endors violent conflict between the forc loyal to syrian presid bashar assad and opposit faction as well as terrorist group ha been rage in syria for more than five year 21811,kill 10 injur in terrorist shell in aleppo residenti neighborhood,0,21.125,0,0
thu jul 2016 hezbollah syrian armi kill alnusra front command in qalamoun the syrian armi back by hezbollah resist fighter ha thwart an attack by terrorist in syria qalamoun region kill two command of the alqaedalink alnusra front terrorist group inform sourc said the terrorist command were kill on thursday dure fierc fight which broke out in qalamoun locat on damascu countrysid lebanon almanar tv channel report in post on it twitter account lebanes resist movement hezbollah identifi one of those slain as abu obaida ad that the milit wa kill in syria southwestern town of serghaya in anoth develop on thursday syrian troop and hezbollah fighter manag to complet wrest control over the mallah farm near the northwestern citi of aleppo they further recaptur the castello road which wa use by terrorist as strateg path to the eastern neighborhood of aleppo meanwhil sana news agenc report that the syrian armi manag to foil an attack by the takfiri isi terrorist on number of militari post in the eastern provinc of deir ezzor syria ha been grip by foreignback milit sinc march 2011. lebanon is also suffer from the spillov of milit in neighbor syria hezbollah fighter have been assist syrian armi forc in fend off sever terrorist attack hezbollah and the syrian militari began joint offens on the lebanonsyria border last year to dislodg the isi and nusra front milit from the area the lebanes armi also strike the extremist hideout on nearli daili basi ssh 11,hezbollah syrian armi kill alnusra front command in qalamoun,0,21.25,0,0
russia regim strike kill 47 in east syria monitor afp saturday 25 jun 2016 russian and regim air strike kill 47 peopl most of them civilian and wound dozen more on saturday in militantheld town in eastern syria monitor said the syrian observatori for human right said the raid hit the town of alquriyah control by the islam state is group in syria oilrich deir ezzor provinc observatori head rami abdel rahman said 31 civilian were identifi among those kill but that it wa not immedi clear whether the 16 other were civilian or is fighter `` is fighter have now set up secur perimet around the residenti area where the town mosqu is locat '' said abdel rahman the britainbas monitor which reli on network of sourc insid syria for it inform say it determin what plane carri out raid accord to their type locat flight pattern and the munit involv russian warplan have been carri out an air war in support of presid bashar alassad sinc septemb 2015. more than 280000 peopl have been kill sinc syria conflict erupt in march 2011 after widespread protest movement evolv into complex multifront war that ha drawn in global power,russia regim strike kill 47 in east syria monitor,1,29.285714285714285,0,1
03.10.2017 russia aerospac forc have kill 304 daesh milit and left more than 170 wound as the offens against the terrorist on the eastern bank of the euphrat river near deir ezzor syria continu moscow sputnik russia aerospac forc have taken out seven daesh isi terrorist field command includ terror coordin in syria on the eastern bank of the euphrat over the past two day russian defens ministri spokesman maj. gen. igor konashenkov said tuesday `` seven field command of variou level were kill includ nativ of kazakhstan abu islam alkazaki who coordin the action of daesh assault unit in the euphrat valley '' the spokesman relay ap photo hussein malla over 20 daesh terrorist kill in sdf oper in syrian main battlefield `` over the past two day the russian aerospac forc continu to destroy the daesh group on the eastern bank of the euphrat confirm loss of terrorist in the area total 304 milit kill and more than 170 wound '' konashenkov said `` the center for the assembl and train of daesh foreign mercenari includ about 40 milit from the north caucasu as well as mobil sniper group of terrorist were destroy by an airstrik '' he ad he said three command post nine terrorist strongpoint eight tank three artilleri system 17 suv with largecalib weapon and four ammunit depot were also destroy russia along with iran and local militia forc ha been assist the syrian govern in it fight against terrorist group wreak havoc in the arab countri sinc 2011. the ongo war in syria ha left an estim 220000 dead and displac approxim 12 million peopl the nation prewar popul wa over 20 million but most refuge are intern displac live in govern control region mani of those who have left the countri have pour into nation such as turkey lebanon and jordan while other have sought asylum in europ make it the largest humanitarian crisi sinc world war ii accord to the unit nation ... 861 relat russia three major gain which complet chang militari situat in syria russia put not onli militari but polit effort in syria command syrian crisi russia turn the tide of war while us play doubl game tag terrorist daesh igor konashenkov syria russia commun standardsdiscuss comment via facebookcom via sputnik news,russian jet destroy daesh train center take out seven command in syria,3,27.285714285714285,0,0
sat feb 28 2015 isi behead or shot 15 captur assyrian mass kill in friday accord to sourc in the assyrian christian church at least 15 of the 350 hostag taken by isi in assyrian villag in syria in the past week have been shot behead or both crux report the news of the kill wa report by assyrian archimandrit emanuel youkhana to aid to the church in need an intern cathol chariti base in germani that support persecut christian around 15 young assyrian are martyr youkhana report mani of them were fight to defend and protect their villag and famili youkhana head christian aid program in dohuk iraq and said he had receiv the inform about the kill from an assyrian christian lawyer who live in the syrian town of hassak aid to the church in need which say that 350 hostag have been taken said anoth sourc gave the group an unconfirm report that mosqu in the arab sunni villag of bab alfaraj syria had call on peopl to attend mass kill of infidel at mount abdul aziz schedul for friday youkhana said that at thi point the onli assyrian left behind are those join forc with the kurdish armi to tri to stop the isi advanc the rest have either been captur or are head toward the border with turkey that ha been close to all syrian citizen there are 200 famili who were run away and tri to escap to turkey but the border is close for syrian no syrian can cross into turkey archbishop jacqu behnan hindo told cathol news agenc feb. 26. hindo overse the syrian archdioces of hassak locat in the alhasakah region of syria which sit between turkey and iraq assyrian archbishop jacqu behnan hindo ordinari of the syrian cathol archieparchi in hassaknisibi ha spoken out against the kidnap of more than 260 assyrian christian and blame the u.s. and it western alli for trigger conflict that have destabil the region and prompt isi to carri out such attack `` with their disastr polici mainli the french and the u.s. with their region alli have favor in fact the daesh isi escal '' hindo told fide news agenc `` now they persever in error commit strateg grotesqu mistak such as the announc of the spring campaign to liber mosul and insist on interf with irrelev intervent instead of recogn that their guarante support to jihadist group ha led us to thi chao and ha destroy syria make us regress 200 year '',isi behead or shot 15 captur assyrian mass kill in friday,2,23.27777777777778,0,0
30112014 50 isil terrorist kill in kobani in 24 hour at least 50 isil terrorist have been kill in the past 24 hour in clash suicid bomb and usl air strike in syria kobani monitor said sunday at least 50 isil terrorist have been kill in the past 24 hour in clash suicid bomb and usl air strike in syria kobani monitor said sunday the oppos ukbas syrian observatori said the number of death wa one of the highest daili toll for the terrorist group sinc it launch an assault on the strateg town on the turkish border in septemb the monitor group said at least five of those kill were suicid bomb attack two of them involv in attack on the border cross that separ kobani from turkey anoth 11 were kill in clash that ensu between kobani kurdish defend and the jihadist at the border after the bomb but there wa no breakdown for the remain toll the group also said 11 kurdish fighter were kill in the same period in kobani along with one syrian rebel fighter back the kurdish forc isil began advanc on kobani on septemb 16 hope to quickli seiz the small border town and secur it grip on larg stretch of the syrianturkish border at one point it look set to overrun the town but kurdish syrian fighter back by usl coalit air strike and an influx of iraqi kurdish peshmerga forc have held back the group for now the town remain roughli evenli divid between isil and kurdish control,50 isil terrorist kill in kobani in 24 hour,0,26.0,0,0
